# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Thu Sep 25 11:32:43 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.019 0.11850 8.90000 1.1473138332 2.4992590034    1.147  0.162  3.7859  4.431    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.17e-14      0.00 7.098e-01 2.718e-01 3.266e-03 8.923e-04 8.107e-03 -1.000 1.841e-02 4.366 5.058 4.970 4.382 4.030 3.737 3.375 3.089 3.056
0.019 0.11850 8.90000 1.1644015312 2.5018226802    1.164  0.195  3.7893  4.418    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.59e-14      0.00 7.109e-01 2.707e-01 3.256e-03 8.896e-04 8.084e-03 -1.000 1.838e-02 4.283 4.937 4.868 4.295 3.951 3.664 3.310 3.031 3.000
0.019 0.11850 8.90000 1.1969780922 2.5064777603    1.196  0.256  3.7958  4.395    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -9.42e-14      0.00 7.126e-01 2.691e-01 3.240e-03 8.853e-04 8.046e-03 -1.000 1.832e-02 4.131 4.721 4.680 4.135 3.806 3.530 3.191 2.925 2.897
0.019 0.11850 8.90000 1.2032862902 2.5073457447    1.203  0.268  3.7970  4.391    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -9.58e-14      0.00 7.127e-01 2.690e-01 3.240e-03 8.853e-04 8.045e-03 -1.000 1.832e-02 4.101 4.679 4.643 4.104 3.778 3.503 3.167 2.904 2.876
0.019 0.11850 8.90000 1.2343438864 2.5114708000    1.234  0.324  3.8030  4.369    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-13      0.00 7.125e-01 2.692e-01 3.248e-03 8.875e-04 8.066e-03 -1.000 1.832e-02 3.959 4.485 4.470 3.956 3.644 3.378 3.057 2.806 2.780
0.019 0.11850 8.90000 1.2466423512 2.5130390926    1.246  0.346  3.8052  4.360    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.07e-13      0.00 7.122e-01 2.694e-01 3.253e-03 8.889e-04 8.079e-03 -1.000 1.835e-02 3.904 4.411 4.404 3.900 3.592 3.331 3.015 2.768 2.742
0.019 0.11850 8.90000 1.2963066101 2.5190256299    1.296  0.432  3.8140  4.327    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-13      0.00 7.124e-01 2.692e-01 3.251e-03 8.886e-04 8.077e-03 -1.000 1.838e-02 3.691 4.134 4.148 3.680 3.391 3.144 2.848 2.618 2.596
0.019 0.11850 8.90000 1.3255203962 2.5223070778    1.325  0.480  3.8191  4.309    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-13      0.00 7.126e-01 2.690e-01 3.250e-03 8.883e-04 8.074e-03 -1.000 1.837e-02 3.571 3.986 4.005 3.556 3.277 3.038 2.754 2.534 2.513
0.019 0.11850 8.90000 1.3459709883 2.5245069786    1.346  0.513  3.8225  4.296    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.26e-13      0.00 7.127e-01 2.689e-01 3.250e-03 8.881e-04 8.072e-03 -1.000 1.836e-02 3.489 3.886 3.907 3.470 3.198 2.965 2.689 2.476 2.456
0.019 0.11850 8.90000 1.3956351280 2.5295421043    1.396  0.589  3.8308  4.269    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.32e-13      0.00 7.122e-01 2.695e-01 3.255e-03 8.896e-04 8.086e-03 -1.000 1.835e-02 3.297 3.654 3.679 3.272 3.016 2.797 2.540 2.344 2.325
